"id","title","description","availability","condition","price","link","image_link","brand","google_product_category","fb_product_category","quantity_to_sell_on_facebook","sale_price","sale_price_effective_date","item_group_id","gender","color","size","age_group","material","pattern","shipping","shipping_weight","style"
"207","Phaeum Cotton Saree","This Wax printed cotton saree was dyed using the natural ingredients to bring out the marvelous Olive & Deep Blue color of the product. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","6945 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA124BABINHCT0923/61.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA124BABINHCT0923/61.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","6","6945 BDT","","","","Blue,Olive","","all ages","","","","420 g",""
"208","Bee Balm drape half silk","This printed natural color Saree is perfect for any weather and this silk smoothness fabric looks outstanding.","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA126BABINHHS1023/49.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA126BABINHHS1023/49.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","10995 BDT","","","","Red,Black","","all ages","","","","420 g",""
"209","Delphinium silk saree","With the impulsive color of blue, this half silk saree comes from the essence of nature. Wax-resistant dye was used to enhance the appearance with exclusive designs. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","12995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA127MCEINHHS1023/41.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA127MCEINHHS1023/41.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","6","12995 BDT","","","","Blue,Gray","","all ages","","","","400 g",""
"210","Lobelia Silk Saree","The contrasting shades of blue ,gray snd brown in this saree make it the most elegant choice for any daytime occasion.Silk fabric has been used to provide utmost comfort. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","17995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA128BAEINHS1023/29.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA128BAEINHS1023/29.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","17995 BDT","","","","Black","","all ages","","","","0 g",""
"211","Heaven Blue","The preparation of indigo and the dyeing of cloths are other flourishing in this stunning Indigo Saree. this saree can give you charming moments at any time.","in stock","new","6995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA133SKEINHCT1123/3_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA133SKEINHCT1123/3_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","8","6995 BDT","","","","Blue,Gray","","all ages","","","","430 g",""
"212","Malachite Cotton Saree","Indigo blue & teal coloured saree in cotton features wax printed vibrant motifs all over. All Aranya products are handmade, using natural materials, within a fair trade framework. ","in stock","new","6945 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA135NZRINHCT1423/29.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA135NZRINHCT1423/29.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","6945 BDT","","","","Golden,Blue,Teal","","all ages","","","","420 g",""
"213","Boleite Half Silk Saree","The saree can bring you a great way to add a pinch of mood-brightening rich blend of colors to your everyday looks. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA136NZEINHHS1423/33.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA136NZEINHHS1423/33.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","10995 BDT","","","","Blue,Pink","","all ages","","","","400 g",""
"214","Thistle balaka Silk Saree","This allover printed balaka silk saree that has been used natural dye for the festive look. The intricate details has been outlined with wax print technique. All Aaranya products are handmade, using natural materials, within a fair trade framework..","in stock","new","17995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA153BARINHS2023/2000px3000px-1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA153BARINHS2023/2000px3000px-1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","10","17995 BDT","","","","Blue,Pink","","all ages","","","","380 g",""
"215","Solidago Eri Cotton Saree","With the impulsive shades of olive and golden color, this cotton saree comes from the essence of nature. Wax-resistant dye was used to enhance the appearance with exclusive designs. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA165BAEINHEC1423/53.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA165BAEINHEC1423/53.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","9","5995 BDT","","","","Olive,Golden","","all ages","","","","410 g",""
"216","Unakite Saree","This eri half silk saree is perfect for any occation. Wax printed design has been outlined on this .The mesmerizing olive, blue and brown color on this cotton saree was drawn out. Wax technique is used to embed the color into it, providing you with the best of beauty and relaxation.","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA169BAEINHEHS1523/110.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA169BAEINHEHS1523/110.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","10995 BDT","","","","Blue,Brown,Golden","","all ages","","","","400 g",""
"217","Floweret Kota Saree","Floweret Kota Saree","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA182BAE2INHCK2023/81.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA182BAE2INHCK2023/81.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","6","5995 BDT","","","","Olive,Pink","","all ages","","","","400 g",""
"218","Aster Half Silk Saree","This Wax printed Silk saree was dyed using the natural ingredients to bring out the marvelous indigo color of the product.","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA184RAE2INHHS1923/61.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA184RAE2INHHS1923/61.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","10995 BDT","","","","Blue,Brown","","all ages","","","","360 g",""
"219","Syriaca Silk Saree","Syriaca Silk Saree","in stock","new","17995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA185NZE2INHS1923/45.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA185NZE2INHS1923/45.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","17995 BDT","","","","Blue,Brown","","all ages","","","","380 g",""
"220","Primula Silk Saree","This timeless Silk saree is featuring the combination of olive & bronze golden colour, which gives it a magnificent look.","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA187RAE2INHHS2023/57.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA187RAE2INHHS2023/57.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","10995 BDT","","","","Olive,Golden","","all ages","","","","400 g",""
"221","Carnation cotta cotton saree","This blended cotton kota saree is present the fusion of grey & indigo ,which gives it a magnificent look.","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA188RAE2INHCK2023/85.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA188RAE2INHCK2023/85.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","5995 BDT","","","","Blue,Gray","","all ages","","","","400 g",""
"222","Eustoma soft Silk Saree","Eustoma soft Silk Saree","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA189NZE2INHM2023/53.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA189NZE2INHM2023/53.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","10995 BDT","","","","Pink","","all ages","","","","130 g",""
"223","Zinnia silk saree","With an inspiration of a dark indigo shade, this balaka silk saree is treated with kashmi treatment to make the black block print for a elegent look","in stock","new","18600 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA191RAE2INHS2023/29.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA191RAE2INHS2023/29.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","18600 BDT","","","","Blue","","all ages","","","","380 g",""
"224","Lechenaultia silk saree","This Wax printed Silk saree was dyed using the natural ingredients to bring out the marvelous dark olive color of the product.","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA195SKRINHHS2123/97.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA195SKRINHHS2123/97.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","10995 BDT","","","","Brown,Olive","","all ages","","","","380 g",""
"225","Rosewood maroon red oxide half silk","This lightweight eri silk orna is embellished with floral pattern and with the combination of brown colors that gives it an alluring look.","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA206SKE2INHHS2123/41.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA206SKE2INHHS2123/41.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","10995 BDT","","","","Brown","","all ages","","","","380 g",""
"226","Friedelite Silk Scarf","Superior quality fabric offers you infinite variety of styling options. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","3075 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSC034NZE1INHS1423/165.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSC034NZE1INHS1423/165.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","3075 BDT","","","","Blue,Red","","all ages","","","","120 g",""
"227","Topaz Cotton Scarf","A versatile wax printed pattern that \ncan be worn over your shoulders, \nhead or neck. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","1075 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSC035NZRINHC1423/179.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSC035NZRINHC1423/179.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","1075 BDT","","","","Pink","","all ages","","","","220 g",""
"228","Ivory Piece","Dried flower bones are prized as an example of this ivory lovely shirt which is reflected in these wax prints all over the print .for every season this shirt is perfect. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","2165 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSH004SKE1INHL1223/153.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSH004SKE1INHL1223/153.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","2165 BDT","","","","Pink","","all ages","","","","0 g",""
"229","Meconopsis Soft silk co","Meconopsis Soft silk co","in stock","new","16485 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSS014NKE2INHM1923/161.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSS014NKE2INHM1923/161.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","16485 BDT","","","","Black","","all ages","","","","0 g",""
"230","Rondeletia Soft silk Co","Rondeletia Soft silk Co","in stock","new","10485 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSS015NKE2INHM1923/165.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSS015NKE2INHM1923/165.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","10485 BDT","","","","Olive","","all ages","","","","0 g",""
"231","Wine berry silk three pcs set","The preparation of grey and the dyeing of cloths are other flourishing processes for this three pcs. Elegent silk and natural dyed color.","in stock","new","18550 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSS015SKE2INHS2223/117.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSS015SKE2INHS2223/117.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","18550 BDT","","","","Brown,Pink","","all ages","","","","0 g",""
"232","Leucojum Crop Top","Wax print Indigo Khadi Cotton crop top dyed in natural color is a perfect wear for any occasion","in stock","new","1875 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WTO011SKE2INHC2123/229.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WTO011SKE2INHC2123/229.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","1875 BDT","","","","Blue,Olive","","all ages","","","","0 g",""
